,Unnamed: 0,videoId,scanTimestamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch
48,48,5VojZY6p798,1702967236.2066674,2023-12-17T06:49:09-08:00,916K subscribers,46,546,Now,Science & Technology,FR,"63,135 views",5.1K,345,True,"['TheiCollection', 'Studio TheiCollection', 'Setup TheiCollection', 'Apple', 'Tech', 'Roche Bobois', 'Polygonia Roche Bobois', 'Furtif Roche Bobois', 'Bureau Roche Bobois', 'Setup highTech', 'HighTech', 'Technologie', 'JB', 'Jojol', 'Gentil', 'Garçon', 'Astuces tournage', 'astuces', 'setup astuce', 'setup caméra', 'setup tech', 'studio tech', 'The Frame', 'Philips hue', 'Astuces Philips Hue']",6
49,49,qj9REJK5K3w,1702967236.2066674,2023-12-17T11:53:37-08:00,2.04M subscribers,47,835,Now,Sports,FR,"201,722 views",3K,230,True,"['coupe', 'du', 'monde', 'championnat', 'championnats', 'mondial', 'hand', 'handball', 'equipe', 'de', 'france', 'bleu', 'bleus', 'bleue', 'bleues', 'norvege', 'norway']",6
50,50,5jrMwhmYW1A,1702967236.2066674,2023-12-14T07:56:41-08:00,158K subscribers,0,151,Recently Trending,Comedy,FR,"933,551 views",43K,2K,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",6
51,51,QdBZY2fkU-0,1702967236.2066674,2023-12-04T15:07:10-08:00,10.3M subscribers,1,90,Recently Trending,Gaming,FR,"153,285,982 views",10M,832K,True,"['Rockstar Games', 'Grand Theft Auto VI', 'GTAVI', 'GTA 6', 'GTA Six', 'Grand Theft Auto', 'GTA', 'Vice City', 'Leonida']",6
52,52,LnW-DwBrWLk,1702967236.2066674,2023-12-17T07:59:59-08:00,4M subscribers,2,827,Recently Trending,Comedy,FR,"503,309 views",40K,560,True,,6
53,53,9gAADPMt1FU,1702967236.2066674,2023-12-17T10:28:05-08:00,725K subscribers,3,1056,Recently Trending,Comedy,FR,"344,834 views",59K,1.3K,True,,6
54,54,K4GQRiuNpP0,1702967236.2066674,2023-12-17T08:00:33-08:00,1.99M subscribers,4,2773,Recently Trending,Howto & Style,FR,"310,872 views",13K,444,False,,6
55,55,6oLB9vDNvI0,1702967236.2066674,2023-12-15T09:47:00-08:00,2.1M subscribers,5,394,Recently Trending,Entertainment,FR,"704,343 views",17K,617,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",6
56,56,HCJ2WHNpQqc,1702967236.2066674,2023-12-15T03:00:17-08:00,1.2M subscribers,6,171,Recently Trending,Music,FR,"512,729 views",33K,935,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",6
57,57,pFpjyAp8aJ0,1702967236.2066674,2023-12-13T03:00:46-08:00,706K subscribers,7,7828,Recently Trending,Entertainment,FR,"532,317 views",19K,376,True,['Zack Nani'],6
58,58,zePFAZMUnbU,1702967236.2066674,2023-12-08T09:18:08-08:00,4.91M subscribers,8,2314,Recently Trending,Howto & Style,FR,"2,233,157 views",76K,819,True,"['Fastgoodcuisine', 'Fastgood', 'Fastfood', 'Qui est', 'Qui est l’imposteur', 'l’imposteur', 'Plat piégé', 'Piégé', 'Qui est le menteur', 'Le menteur', ""qui est l'imposteur"", 'Qui Aura Le Plat Piégé ?', ""qui aura l'objet piégé"", 'challenge', 'Qui est l’imposteur ?', 'inox', 'inoxtag', 'inoxtag imposteur', 'inoxtag fastgoodcuisine', 'fastgoodcuisine inoxtag', 'fastgoodcuisine inox', 'gurky', 'gurky fast food', 'gurky fastgoodcuisine', 'tacos piégé', 'fastfood piégé', 'gurky le murky']",6
59,59,dh8XxY717Gw,1702967236.2066674,2023-12-07T09:15:03-08:00,2.5M subscribers,9,1740,Recently Trending,Autos & Vehicles,FR,"3,199,262 views",324K,32K,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'fin vilebrequin', 'vilebrequin fini', 'arret vilebrequin', 'vilebrequin drama', 'vilebrequin fin', 'dernière video']",6
60,60,OBgUnwkPivg,1702967236.2066674,2023-12-15T09:22:32-08:00,1.95M subscribers,10,509,Recently Trending,People & Blogs,FR,"865,814 views",5.8K,658,False,"['guy marchand', 'hommage', 'patrick sébastien']",6
61,61,WB9wpwPVzyY,1702967236.2066674,2023-12-08T09:00:37-08:00,6.84M subscribers,11,229,Recently Trending,Music,FR,"7,515,000 views",138K,1.1K,True,"['JuL', 'Alonzo', 'La fusion', 'Clip Officiel', 'La Route Est Longue', 'LREL']",6
62,62,aZOiDNzoeWQ,1702967236.2066674,2023-12-17T02:17:24-08:00,9.19M subscribers,12,1679,Recently Trending,Entertainment,FR,"991,987 views",64K,1.7K,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",6
63,63,oByOOqDerrM,1702967236.2066674,2023-12-15T10:00:06-08:00,1.15M subscribers,13,1800,Recently Trending,Entertainment,FR,"395,593 views",25K,327,False,,6
64,64,XE_IK7ouDuc,1702967236.2066674,2023-12-07T15:00:18-08:00,95.9K subscribers,14,238,Recently Trending,Music,FR,"2,831,065 views",66K,2.1K,False,"['dadju i love you', 'tayc i love you', ""et si je te dit que je t'aime"", 'dadju tayc', 'tayc dadju', 'dadju tayc album', 'tayc dadju album', 'projet commun tayc dadju', 'projet commun dadju tayc', 'tayc dadju album commun', 'dadju tayc album commun', 'tayc dadju paroles', 'dadju tayc paroles']",6
65,65,_Gv62FX9fFc,1702967236.2066674,2023-12-07T09:30:05-08:00,53.6K subscribers,15,2669,Recently Trending,Entertainment,FR,"1,665,978 views",51K,1K,False,"['Loris', 'giuliano', 'istanbul', 'station service', 'roman frayssinet', 'finale ldc', 'league des champions']",6
66,66,F8lPTlpThEo,1702967236.2066674,2023-12-08T09:01:00-08:00,1.31M subscribers,16,203,Recently Trending,Music,FR,"1,245,475 views",63K,1.5K,False,"['Zola', 'Koba', 'Koba Ła D', 'Kobalad', 'zola x koba Ła d', 'zola feat koba Ła d', 'aller sans retour', 'allersansretour', 'tiakoxgazo', 'Tiago x gazo', 'mlgx', 'La melo est gangz', 'Tiakola feat gazo', 'Zola feat koba aller sans retour', 'zola feat koba Ła d aller sans retour', 'Zola - Koba LaD', 'TruthRecords', 'BMF', 'Truth Records', 'AWA', 'AWA GANG', 'KORE', 'GAZO TIAKOLA', 'ALBUM COMMUN', 'Tiakola - Gazo', 'Gazo Tiakola']",6
67,67,EUtsTZK0YuY,1702967236.2066674,2023-12-15T08:00:14-08:00,627K subscribers,17,1106,Recently Trending,Entertainment,FR,"778,455 views",20K,1.2K,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",6
68,68,jclw_cAtcIg,1702967236.2066674,2023-12-15T09:00:09-08:00,226K subscribers,18,171,Recently Trending,Music,FR,"351,405 views",24K,954,False,,6
69,69,WnBynfbm4e8,1702967236.2066674,2023-12-13T14:30:33-08:00,985K subscribers,19,13791,Recently Trending,Sports,FR,"685,352 views",31K,109,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",6
70,70,TAKjuokhpyg,1702967236.2066674,2023-12-15T09:00:02-08:00,4.39M subscribers,20,214,Recently Trending,Music,FR,"323,693 views",16K,692,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",6
71,71,6X1Ko_TExuM,1702967236.2066674,2023-12-16T03:45:00-08:00,34.8K subscribers,21,810,Recently Trending,Entertainment,FR,"301,247 views",5.7K,272,False,,6
72,72,YG3EhWlBaoI,1702967236.2066674,2023-12-14T18:31:24-08:00,3.23M subscribers,22,209,Recently Trending,Music,FR,"10,457,529 views",703K,81K,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",6
73,73,H8xAfHCfrng,1702967236.2066674,2023-12-14T09:36:15-08:00,3.33M subscribers,23,148,Recently Trending,Music,FR,"1,019,957 views",29K,1.6K,False,,6
74,74,0VRHcvALBTk,1702967236.2066674,2023-12-14T23:00:00-08:00,195K subscribers,24,322,Recently Trending,Howto & Style,FR,"465,538 views",2.1K,,False,,6
75,75,InIdV5yM1WQ,1702967236.2066674,2023-12-12T09:00:14-08:00,80.8K subscribers,25,2901,Recently Trending,Film & Animation,FR,"731,760 views",26K,625,True,"['Les produits laitiers', 'Amine', 'Billy', 'Ferme', 'Produits laitiers']",6
76,76,6I5Xg7gz2CM,1702967236.2066674,2023-12-09T04:30:03-08:00,1.3M subscribers,26,1890,Recently Trending,Entertainment,FR,"832,604 views",43K,1.3K,True,"['boucher', 'français', 'japon', 'viande', 'louis']",6
77,77,xu27rO4j1zc,1702967236.2066674,2023-12-15T09:00:07-08:00,352K subscribers,27,180,Recently Trending,Music,FR,"461,109 views",8.3K,266,False,"['we renoi', 'WE RENOI', 'We Renoi - Guadalajara (Clip Officiel)', 'WE RENOI 2021', 'we renoi 2021', 'we renoi officiel', 'we renoi clip', 'we renoi rap français', 'we renoi nouveauté rap', 'we renoi rap', 'we renoi clip rap français', 'we renoi video clip']",6
78,78,Ap7qPHeZcgM,1702967236.2066674,2023-12-16T23:18:06-08:00,1.38M subscribers,28,481,Recently Trending,Entertainment,FR,"329,255 views",5K,357,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",6
79,79,Rk8rSD1ryeI,1702967236.2066674,2023-12-13T10:00:18-08:00,342K subscribers,29,2562,Recently Trending,Entertainment,FR,"318,506 views",17K,1.2K,False,,6
80,80,QXFuHrFzeiQ,1702967236.2066674,2023-12-03T04:05:17-08:00,5.94M subscribers,30,2753,Recently Trending,Entertainment,FR,"2,330,007 views",143K,2.4K,True,"['Joyca', 'video', 'reaction', 'Français', 'blindtest', 'moyen age', 'medieval', 'seb', 'sofyan', 'musique']",6
81,81,vvnlLGFv2mI,1702967236.2066674,2023-12-17T03:00:45-08:00,1.54M subscribers,31,2208,Recently Trending,Autos & Vehicles,FR,"600,215 views",43K,1.2K,True,,6
82,82,SG065LnQ08Q,1702967236.2066674,2023-12-16T10:02:38-08:00,688K subscribers,32,1941,Recently Trending,Entertainment,FR,"195,892 views",14K,201,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",6
83,83,yXuEz2Az0Pw,1702967236.2066674,2023-12-13T07:15:04-08:00,475K subscribers,33,1104,Recently Trending,Gaming,FR,"326,658 views",26K,644,True,"['Savun', 'Test en carton', 'TEC', 'avis', 'critique', 'review', 'savun', 'vayke', 'test', 'tec', 'test en carton', 'video test', 'ajestic', 'test dark souls', 'dark souls 3', 'dark souls 2', 'test starfield', 'avis starfield', 'starfield', 'bethesda', 'tod howard', 'todd howard', 'skyrim', 'fallout', 'ovlibion', 'xbox', 'phil spencer', 'microsoft', 'xbox series x', 'xbox series', 'playstation', 'PS5', 'playstation 5']",6
84,84,FuNLTys8xtQ,1702967236.2066674,2023-12-17T07:41:08-08:00,2.51M subscribers,34,390,Recently Trending,Comedy,FR,"310,090 views",39K,625,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",6
85,85,nxZsomptNw0,1702967236.2066674,2023-12-14T07:00:42-08:00,886K subscribers,35,157,Recently Trending,Music,FR,"538,311 views",13K,438,False,,6
86,86,CsypIF2PxhU,1702967236.2066674,2023-12-15T09:00:04-08:00,1.5M subscribers,36,1860,Recently Trending,Entertainment,FR,"204,488 views",25K,991,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",6
87,87,AzmDNvoQc0g,1702967236.2066674,2023-12-14T15:01:09-08:00,2.47M subscribers,37,207,Recently Trending,Music,FR,"318,003 views",6.5K,339,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",6
88,88,jx2p0Z6ITuA,1702967236.2066674,2023-12-14T03:00:38-08:00,932K subscribers,38,194,Recently Trending,Music,FR,"156,503 views",6.1K,1K,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",6
89,89,X3iJvZNDp9Y,1702967236.2066674,2023-12-02T03:00:27-08:00,602K subscribers,39,4750,Recently Trending,Entertainment,FR,"1,926,803 views",90K,608,True,"['RASKA', 'Joyca', 'Djilsi', 'Maxime Biaggi', 'Le pire', 'vends ton skeud', 'mastu', 'michou', 'theodort']",6
90,90,BOQ1FdoBBmI,1702967236.2066674,2023-12-16T00:59:24-08:00,850K subscribers,40,719,Recently Trending,Film & Animation,FR,"251,080 views",30K,1.2K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",6
91,91,UUYtl783ZS0,1702967236.2066674,2023-12-05T10:00:20-08:00,442K subscribers,41,7361,Recently Trending,Music,FR,"842,664 views",23K,697,True,"['humour', 'emission', 'lateshow', 'live', 'stream', 'streaming', 'interview', 'happening', 'maximebiaggi', 'grimkujow', 'twitch']",6
92,92,n_Dd7h_7cOM,1702967236.2066674,2023-12-15T09:00:47-08:00,987K subscribers,42,181,Recently Trending,Music,FR,"273,967 views",8.3K,171,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",6
93,93,4R7vRFGJr3k,1702967236.2066674,2023-12-17T06:59:58-08:00,28.4M subscribers,43,191,Recently Trending,Music,FR,"4,349,184 views",469K,45K,True,"['JYP Entertainment', 'JYP', 'ITZY', '있지', 'イッチ', '예지', '리아', '류진', '채령', '유나', 'YEJI', 'LIA', 'RYUJIN', 'CHAERYEONG', 'YUNA', 'イェジ', 'リア', 'リュジン', 'チェリョン', 'ユナ', 'อิทจี', 'เยจี', 'ลีอา', 'รยูจิน', 'แชรยอง', 'ยูนา', 'ITZY VIDEOS', 'ITZY BEHIND', 'MV', 'ITZY MV', 'ITZY MUSIC VIDEOS', 'Teaser', 'ITZY Teaser', 'ITZY VLOG', 'VLOG', ""IT'z Different"", ""IT'z ICY"", ""IT'z ME"", 'Not Shy', 'GUESS WHO', 'CRAZY IN LOVE', 'DALLA DALLA', 'ICY', 'WANNABE', '마.피.아.IN THE MORNING', 'LOCO', 'ITZY?ITZY!', 'ITZY CHECKMATE', 'CHECKMATE', 'ITZY COMEBACK', 'SNEAKERS', 'Boys Like You', 'CHESHIRE', 'KILL MY DOUBT', 'CAKE', 'BORN TO BE']",6
94,94,6f1Bg-fqBRg,1702967236.2066674,2023-12-17T02:00:12-08:00,367K subscribers,44,2566,Recently Trending,Entertainment,FR,"129,379 views",11K,440,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",6
95,95,7gA9o4myieI,1702967236.2066674,2023-12-10T09:00:10-08:00,270K subscribers,45,9940,Recently Trending,Comedy,FR,"276,690 views",6.7K,1K,True,"['Seb Mellia', 'Humour', 'stand up', 'sketch', 'one man show', 'spectacle', 'vlog', 'podcast', '4 comiques dans le vent', 'Seb Mellia ne perd jamais', 'impro', 'show', 'drole', 'humoriste', 'divertissement', 'émission', 'Jerome Niel', 'Maxime', 'Blandine Lehout', 'Quick n toast', 'bagarre', 'couple', 'Amsterdam', 'Japon', 'La Ferme Celebrité']",6
96,96,n4hyVsz7FMA,1702967236.2066674,2023-12-17T01:00:27-08:00,2.43M subscribers,46,2988,Recently Trending,Entertainment,FR,"114,993 views",10K,330,True,"['horia', 'youtubeuse', 'true crime', 'thread horreur', 'Horia horreur', 'horroria', 'histoire horreur', 'la sombre histoire de', 'sombre histoire Horia', 'Lady Diana', 'la sombre histoire de lady diana', 'sombre histoire lady diana', 'lady diana reportage', 'lady diana documentaire', 'famille royale', 'prince charles', 'reine elisabeth', 'aromazone', 'skincare', 'mystère', 'étrange', 'lady diana mystère', 'histoire de lady diana', 'lady di', 'princesse diana', 'théories', 'lady diana théories', 'affaire', 'histoire lady di']",6
97,97,HRfFR2z35hk,1702967236.2066674,2023-12-17T03:30:09-08:00,1.37M subscribers,0,58,Short,Gaming,FR,"565,950 views",60K,426,True,"['fortnite', 'zetfar', 'lama', 'aléatoire', 'challenge', 'défi', 'stuff', 'skins', 'wazz', 'manette', 'chapitre 5', 'halloween', 'skin', 'chapitre 4', 'chapitre 4 saison 4', 'découverte', 'chapitre 1', 'cache', 'pleasant', 'park', 'chapter 1', 'zetfarcup', 'zetfarcupzb', 'zetfarcupzb fortnite', 'sprint', 'escalade', 'turbo', 'build', 'ravitaillements', '1 unreal', 'vs', 'tous', 'les', 'modes', 'sur', 'scuf', 'envision', 'pro', 'cheater', 'inoxtag', 'faire', 'top', 'dans', 'pays', 'du', 'monde', 'combo', 'tryhard', 'cachettes', 'saison OG', 'lego', 'lego fortnite', 'emote', 'exclusive', '10 items', 'attendus']",6
98,98,6MXIRMi1tS8,1702967236.2066674,2023-12-17T01:00:08-08:00,31.6K subscribers,1,60,Short,People & Blogs,FR,"349,414 views",24K,95,False,,6
99,99,ZjrQ11eSsJY,1702967236.2066674,2023-12-17T01:11:34-08:00,313K subscribers,2,60,Short,Science & Technology,FR,"238,245 views",18K,108,True,,6
100,100,r1R7JgStaBw,1702967236.2066674,2023-12-17T03:30:20-08:00,40.9K subscribers,3,47,Short,Gaming,FR,"190,071 views",10K,9,False,"['minecraft', 'minecraft ninjaxx', 'ninjaxx', 'ninjax', 'unchained', 'unchained_off', 'unchained off', 'fortnite', 'gaming', 'mise à jour', 'fortnite mise à jour', 'vbucks', 'unchained minecraft', 'mc', 'fuze', 'troll minecraft', 'noob minecraft', 'aventure', 'fuze 3', 'minecraft mais', 'minecraft fr', 'cheat', 'cheat minecraft', 'tnt minecraft', 'mrbeast', 'mode', 'mode minecraft', 'bombe nucléaire', '100 tnt', 'golem']",6
101,101,9P6xy-AC9Is,1702967236.2066674,2023-12-17T04:41:14-08:00,1.98M subscribers,4,42,Short,Entertainment,FR,"231,302 views",15K,21,True,,6
102,102,DO3dTP9h6ho,1702967236.2066674,2023-12-17T04:10:00-08:00,134K subscribers,5,29,Short,Gaming,FR,"142,963 views",16K,42,False,"['minecraft', 'minecraft shorts', 'minecraft short', 'minecraft tuto', 'minecraft easy tuto', 'minecraft shorts tuto', 'minecraft easy shorts', 'minecraft tuto short', 'minecraft tutoriel', 'minecraft survival tuto', 'minecraft astuce', 'minecraft astuce shorts', 'minecraft astuce short', 'minecraft astuce débutant', 'minecraft funny', 'minecraft memes', 'minecraft meme', 'easycraft', 'seed cheat minecraft', 'stuff cheat seed minecraft', 'minecraft seed speedrun']",6
103,103,koGrjBe5kFE,1702967236.2066674,2023-12-17T02:00:34-08:00,31.6K subscribers,6,60,Short,People & Blogs,FR,"190,367 views",13K,78,False,,6
104,104,67rSnZKLef0,1702967236.2066674,2023-12-17T09:00:04-08:00,327K subscribers,7,58,Short,People & Blogs,FR,"72,458 views",4.9K,64,True,,6
105,105,3mHwQzN2Po4,1702967236.2066674,2023-12-16T09:31:09-08:00,1.77M subscribers,8,52,Short,People & Blogs,FR,"462,657 views",26K,82,True,,6
106,106,BSop5zkR7KY,1702967236.2066674,2023-12-17T10:38:20-08:00,1.01M subscribers,9,15,Short,Comedy,FR,"84,694 views",7.8K,119,True,,6
107,107,_Q4pcR5H2OE,1702967236.2066674,2023-12-16T01:30:17-08:00,290K subscribers,10,60,Short,Entertainment,FR,"450,545 views",73K,609,True,,6
108,108,iFDN9N-GIrw,1702967236.2066674,2023-12-16T02:05:05-08:00,751K subscribers,11,60,Short,Entertainment,FR,"683,305 views",Like,481,True,,6
109,109,9AYGP5imeWk,1702967236.2066674,2023-12-16T07:02:32-08:00,321K subscribers,12,60,Short,Entertainment,FR,"408,190 views",23K,37,True,,6
110,110,IMsEt4YBF3Q,1702967236.2066674,2023-12-16T09:20:20-08:00,22.9K subscribers,13,42,Short,Gaming,FR,"258,253 views",16K,33,False,,6
111,111,_6YR8xmqEFw,1702967236.2066674,2023-12-17T04:30:10-08:00,78.7K subscribers,14,48,Short,Sports,FR,"117,936 views",5.1K,24,False,,6
0,0,bfmUsDJjBkU,1702971120.1949413,2023-12-17T02:02:00-08:00,5.79M subscribers,0,4585,Now,Comedy,FR,"2,545,918 views",185K,3.2K,True,"['Mastu', 'Mastus', 'Humour', 'Matsu', 'loat', 'mastu enfer', 'mastu michou', 'michou', 'mastu zafeel', 'zafeel', 'hctuan', 'mchou enfer']",7
1,1,9gAADPMt1FU,1702971120.1949413,2023-12-17T10:28:05-08:00,725K subscribers,1,1056,Now,Comedy,FR,"346,739 views",59K,1.3K,True,,7
2,2,LnW-DwBrWLk,1702971120.1949413,2023-12-17T07:59:59-08:00,4M subscribers,0,827,Now,Comedy,FR,"504,574 views",40K,561,True,,7
3,3,K4GQRiuNpP0,1702971120.1949413,2023-12-17T08:00:33-08:00,1.99M subscribers,1,2773,Now,Howto & Style,FR,"312,099 views",13K,445,False,,7
4,4,9RhWXPcKBI8,1702971120.1949413,2023-12-16T09:00:01-08:00,219M subscribers,2,1627,Now,Entertainment,FR,"64,983,604 views",3M,50K,True,,7
5,5,aZOiDNzoeWQ,1702971120.1949413,2023-12-17T02:17:24-08:00,9.19M subscribers,3,1679,Now,Entertainment,FR,"993,812 views",64K,1.7K,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",7
6,6,FuNLTys8xtQ,1702971120.1949413,2023-12-17T07:41:08-08:00,2.51M subscribers,4,390,Now,Comedy,FR,"310,598 views",39K,624,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",7
7,7,M9p7xS8nKFg,1702971120.1949413,2023-12-17T14:05:56-08:00,985K subscribers,5,11341,Now,Sports,FR,"229,821 views",11K,166,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue 1', 'paris saint germain', 'paris sg', 'paris', 'psg', 'lille osc', 'lille', 'losc', 'psg lille', 'psg vs lille', 'lille psg', 'lille vs psg', 'lille paris', 'lille vs paris', 'lille paris sg', 'lille vs paris sg', 'losc psg', 'losc vs psg', 'losc paris', 'losc vs paris', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'lille psg live', 'losc psg live', 'lille paris live', 'psg lille live', 'psg live', 'messi', 'amazon prime live', 'amazon prime', 'psg match', 'leo']",7
